,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,response,response_binary
18852,60,retired,married,secondary,no,5207,no,no,4,aug,2.67,1,-1,0,unknown,no,0
18853,35,technician,single,tertiary,no,211,no,no,4,aug,0.88,1,-1,0,unknown,no,0
18854,46,management,married,secondary,no,231,no,yes,4,aug,4.05,1,-1,0,unknown,no,0
18855,48,technician,divorced,tertiary,no,907,no,yes,4,aug,1.72,1,-1,0,unknown,no,0
18857,43,management,divorced,tertiary,no,36,no,no,4,aug,1.32,1,-1,0,unknown,no,0
18858,42,technician,married,tertiary,no,1619,no,no,4,aug,2.47,1,-1,0,unknown,no,0
18859,48,admin.,married,secondary,no,2262,no,no,4,aug,1.17,1,-1,0,unknown,no,0
18860,50,management,married,tertiary,yes,37,no,no,4,aug,14.48,1,-1,0,unknown,no,0
18861,55,self-employed,married,secondary,no,181,no,no,4,aug,1.13,1,-1,0,unknown,no,0
18862,57,management,married,secondary,no,0,yes,no,4,aug,2.62,1,-1,0,unknown,no,0
18863,36,technician,married,secondary,no,432,yes,yes,4,aug,1.57,1,-1,0,unknown,no,0
18864,31,technician,single,tertiary,no,387,no,no,4,aug,2.48,1,-1,0,unknown,no,0
18865,52,blue-collar,married,secondary,no,-397,no,yes,4,aug,2.52,1,-1,0,unknown,no,0
18866,42,management,married,tertiary,no,255,no,no,4,aug,5.03,2,-1,0,unknown,no,0
18868,56,blue-collar,married,primary,no,136,no,no,4,aug,4.5,1,-1,0,unknown,no,0
18869,31,technician,single,secondary,no,2305,no,no,4,aug,2.32,1,-1,0,unknown,no,0
18870,35,technician,divorced,secondary,no,-281,no,no,4,aug,2.47,1,-1,0,unknown,no,0
18871,46,blue-collar,married,primary,no,783,yes,no,4,aug,1.22,1,-1,0,unknown,no,0
18872,53,management,married,tertiary,no,1313,no,no,4,aug,2.27,2,-1,0,unknown,no,0
18873,49,technician,married,secondary,no,3410,no,no,4,aug,2.17,1,-1,0,unknown,no,0
18875,40,management,married,tertiary,no,9221,no,no,4,aug,4.2,1,-1,0,unknown,no,0
18876,49,blue-collar,married,secondary,no,3348,no,no,4,aug,2.4,1,-1,0,unknown,no,0
18877,46,blue-collar,married,primary,no,1303,no,no,4,aug,2.9,1,-1,0,unknown,no,0
18878,49,services,married,secondary,no,3554,no,no,4,aug,0.65,1,-1,0,unknown,no,0
18879,57,housemaid,married,tertiary,no,3,no,no,4,aug,2.37,2,-1,0,unknown,no,0
18880,37,management,married,tertiary,no,355,no,no,4,aug,5.67,1,-1,0,unknown,no,0
18881,49,management,divorced,tertiary,no,5223,no,no,4,aug,1.43,1,-1,0,unknown,no,0
18882,30,technician,single,tertiary,no,97,no,no,4,aug,6.95,1,-1,0,unknown,no,0
18884,51,housemaid,divorced,tertiary,no,1613,no,no,4,aug,14.5,1,-1,0,unknown,yes,1
18885,55,management,married,tertiary,no,236,no,no,4,aug,3.33,1,-1,0,unknown,no,0
18886,51,blue-collar,married,primary,no,1543,no,no,4,aug,2.02,2,-1,0,unknown,no,0
18887,55,self-employed,married,secondary,no,4493,no,no,4,aug,4.53,1,-1,0,unknown,no,0
18888,52,management,married,tertiary,no,193,no,no,4,aug,2.42,1,-1,0,unknown,no,0
18889,30,management,single,tertiary,no,1673,no,no,4,aug,3.33,1,-1,0,unknown,no,0
18891,45,self-employed,married,secondary,no,1051,no,no,4,aug,1.6,1,-1,0,unknown,no,0
18893,49,blue-collar,married,primary,no,364,no,no,4,aug,2.23,1,-1,0,unknown,no,0
18894,36,management,divorced,tertiary,no,0,no,no,4,aug,19.42,1,-1,0,unknown,yes,1
18895,35,management,single,tertiary,no,837,no,no,4,aug,5.48,1,-1,0,unknown,no,0
18896,30,management,single,tertiary,no,835,yes,no,4,aug,1.35,1,-1,0,unknown,no,0
18897,48,unemployed,married,secondary,no,1218,no,no,4,aug,3.3,1,-1,0,unknown,no,0
18898,41,management,divorced,tertiary,no,934,no,no,4,aug,1.55,1,-1,0,unknown,no,0
18899,33,technician,single,secondary,no,116,no,yes,4,aug,5.12,1,-1,0,unknown,no,0
18900,60,technician,married,secondary,no,914,no,no,4,aug,1.07,1,-1,0,unknown,no,0
18901,55,technician,married,secondary,no,2437,no,no,4,aug,2.3,1,-1,0,unknown,no,0
18902,38,management,married,tertiary,no,691,yes,yes,4,aug,1.32,1,-1,0,unknown,no,0
18903,57,blue-collar,married,secondary,no,166,no,no,4,aug,0.97,1,-1,0,unknown,no,0
18904,57,admin.,married,secondary,no,999,no,no,4,aug,1.13,1,-1,0,unknown,no,0
18905,47,services,married,primary,no,0,yes,no,4,aug,3.77,1,-1,0,unknown,no,0
18906,45,unemployed,married,primary,no,2,no,no,4,aug,6.88,1,-1,0,unknown,no,0
18907,50,services,married,secondary,no,1126,no,no,4,aug,11.32,1,-1,0,unknown,no,0
18908,46,blue-collar,married,primary,no,809,no,no,4,aug,2.67,1,-1,0,unknown,no,0
18909,37,housemaid,married,primary,no,2410,no,no,4,aug,5.25,1,-1,0,unknown,no,0
18910,46,retired,divorced,tertiary,no,-48,no,no,4,aug,0.33,4,-1,0,unknown,no,0
18911,50,unemployed,divorced,secondary,no,32,no,no,4,aug,4.7,2,-1,0,unknown,no,0
18912,47,management,married,tertiary,no,1057,no,no,4,aug,8.13,2,-1,0,unknown,no,0
18913,51,blue-collar,married,secondary,no,1121,no,no,4,aug,13.73,2,-1,0,unknown,no,0
18914,58,retired,married,primary,no,0,no,no,4,aug,8.43,1,-1,0,unknown,no,0
18916,53,technician,single,secondary,no,0,no,no,4,aug,2.23,2,-1,0,unknown,no,0
18917,46,technician,married,secondary,no,487,no,no,4,aug,7.2,1,-1,0,unknown,no,0
18918,39,management,married,secondary,no,643,yes,no,4,aug,4.92,1,-1,0,unknown,no,0
18919,55,retired,married,secondary,no,0,no,no,4,aug,18.5,1,-1,0,unknown,yes,1
18920,44,unemployed,single,tertiary,no,810,no,no,4,aug,3.07,1,-1,0,unknown,no,0
18921,47,blue-collar,married,primary,no,1452,yes,yes,4,aug,2.77,2,-1,0,unknown,no,0
18922,58,technician,married,secondary,no,796,no,no,4,aug,7.03,1,-1,0,unknown,no,0
18923,51,management,married,tertiary,no,2430,no,no,4,aug,4.43,2,-1,0,unknown,no,0
18924,52,management,married,secondary,no,5601,no,no,4,aug,0.77,1,-1,0,unknown,no,0
18925,56,retired,married,secondary,no,277,no,no,4,aug,2.38,1,-1,0,unknown,no,0
18926,54,technician,married,secondary,no,369,no,no,4,aug,3.77,1,-1,0,unknown,no,0
18927,43,technician,married,tertiary,no,610,no,no,4,aug,7.57,1,-1,0,unknown,no,0
18928,47,technician,married,secondary,no,636,no,no,4,aug,6.93,2,-1,0,unknown,no,0
18929,37,technician,single,secondary,no,0,no,no,4,aug,1.15,2,-1,0,unknown,no,0
18930,50,technician,married,tertiary,no,133,no,no,4,aug,2.58,1,-1,0,unknown,no,0
18931,60,blue-collar,married,primary,no,1670,no,no,4,aug,1.92,1,-1,0,unknown,no,0
18932,53,admin.,married,tertiary,no,1379,no,no,4,aug,1.13,1,-1,0,unknown,no,0
18934,37,management,married,tertiary,no,561,no,no,4,aug,3.4,2,-1,0,unknown,no,0
18935,52,blue-collar,married,primary,no,1054,no,no,4,aug,4.55,1,-1,0,unknown,no,0
18936,47,unemployed,married,secondary,no,123,no,no,4,aug,10.88,2,-1,0,unknown,no,0
18937,54,blue-collar,married,secondary,no,537,no,no,4,aug,3.77,1,-1,0,unknown,no,0
18938,47,blue-collar,married,secondary,no,1348,no,yes,4,aug,4.25,1,-1,0,unknown,no,0
18939,41,management,single,tertiary,no,260,no,no,4,aug,2.48,1,-1,0,unknown,no,0
18940,46,technician,married,tertiary,no,3009,no,no,4,aug,0.97,2,-1,0,unknown,no,0
18941,50,admin.,married,secondary,no,0,no,no,4,aug,1.43,4,-1,0,unknown,no,0
18942,49,admin.,married,secondary,no,949,no,no,4,aug,1.52,1,-1,0,unknown,no,0
18945,41,management,married,tertiary,no,651,no,no,4,aug,1.73,1,-1,0,unknown,no,0
18946,45,self-employed,married,secondary,no,629,no,no,4,aug,2.75,2,-1,0,unknown,no,0
18947,41,management,single,tertiary,no,4477,no,no,4,aug,5.95,2,-1,0,unknown,no,0
18948,46,admin.,married,secondary,no,2533,no,no,4,aug,4.7,1,-1,0,unknown,no,0
18949,50,management,married,tertiary,no,724,no,no,4,aug,2.4,3,-1,0,unknown,no,0
18950,32,technician,married,secondary,no,12,yes,yes,4,aug,5.68,2,-1,0,unknown,no,0
18951,46,blue-collar,married,secondary,no,-396,no,yes,4,aug,1.92,1,-1,0,unknown,no,0
18952,52,management,married,tertiary,no,809,no,no,4,aug,2.02,1,-1,0,unknown,no,0
18953,47,blue-collar,married,secondary,no,1449,no,no,4,aug,5.37,1,-1,0,unknown,no,0
18954,45,management,married,secondary,no,315,yes,no,4,aug,2.57,2,-1,0,unknown,no,0
18956,52,management,married,tertiary,no,7192,no,no,4,aug,24.77,1,-1,0,unknown,yes,1
18957,49,services,married,secondary,no,1122,no,no,4,aug,2.38,1,-1,0,unknown,no,0
18958,40,technician,married,secondary,no,4,yes,yes,4,aug,2.25,3,-1,0,unknown,no,0
18959,31,management,married,tertiary,no,859,yes,yes,4,aug,3.03,3,-1,0,unknown,no,0
18960,47,technician,single,secondary,no,600,no,yes,4,aug,2.88,2,-1,0,unknown,no,0
18961,46,blue-collar,married,primary,no,2473,no,no,4,aug,2.27,3,-1,0,unknown,no,0
18962,38,services,married,tertiary,no,658,no,no,4,aug,5.47,2,-1,0,unknown,no,0
18963,56,blue-collar,married,secondary,no,302,no,yes,4,aug,6.3,2,-1,0,unknown,no,0
18964,36,management,married,tertiary,no,3794,no,no,4,aug,3.83,1,-1,0,unknown,no,0
18965,53,management,married,tertiary,no,2578,no,no,4,aug,15.97,2,-1,0,unknown,no,0
18966,55,technician,married,secondary,no,445,no,no,4,aug,1.65,2,-1,0,unknown,no,0
18967,44,technician,married,secondary,no,945,yes,no,4,aug,3.17,1,-1,0,unknown,no,0
18968,59,blue-collar,married,primary,no,3713,yes,yes,4,aug,2.83,2,-1,0,unknown,no,0
18969,54,services,married,secondary,no,770,no,no,4,aug,2.52,1,-1,0,unknown,no,0
18970,43,management,married,tertiary,no,3529,yes,no,4,aug,3.17,3,-1,0,unknown,no,0
18971,58,admin.,married,secondary,no,1686,no,no,4,aug,1.83,2,-1,0,unknown,no,0
18972,39,technician,married,secondary,no,0,no,no,4,aug,4.68,3,-1,0,unknown,no,0
18973,45,services,married,primary,no,266,yes,no,4,aug,6.27,2,-1,0,unknown,no,0
18975,54,retired,married,secondary,no,763,no,no,4,aug,6.48,2,-1,0,unknown,no,0
18976,42,technician,married,secondary,no,4837,no,no,4,aug,1.52,2,-1,0,unknown,no,0
18977,45,admin.,married,secondary,no,0,yes,yes,4,aug,6.13,2,-1,0,unknown,no,0
18978,47,entrepreneur,married,secondary,no,318,no,no,4,aug,4.98,2,-1,0,unknown,no,0
18979,31,management,single,tertiary,no,83,no,no,4,aug,2.4,2,-1,0,unknown,no,0
18980,35,technician,single,tertiary,no,354,yes,no,4,aug,2.43,3,-1,0,unknown,no,0
18981,56,retired,divorced,secondary,no,-166,no,yes,4,aug,6.17,2,-1,0,unknown,no,0
18982,36,technician,married,secondary,no,594,no,yes,4,aug,3.83,3,-1,0,unknown,no,0
18983,54,self-employed,married,secondary,no,3529,no,no,4,aug,11.43,2,-1,0,unknown,no,0
18984,48,technician,married,secondary,no,3069,no,no,4,aug,9.95,2,-1,0,unknown,no,0
18985,53,admin.,married,primary,no,6280,no,no,4,aug,7.35,2,-1,0,unknown,no,0
18986,58,management,married,tertiary,no,9683,no,no,4,aug,14.28,2,-1,0,unknown,no,0
18988,33,technician,married,secondary,no,-89,no,yes,4,aug,6.83,4,-1,0,unknown,no,0
18989,55,technician,divorced,secondary,no,2730,no,no,4,aug,7.17,2,-1,0,unknown,no,0
18990,44,other,married,secondary,no,2319,no,no,4,aug,4.18,3,-1,0,unknown,no,0
18991,49,services,married,secondary,no,5673,no,yes,4,aug,5.95,3,-1,0,unknown,no,0
18992,43,technician,divorced,secondary,no,167,no,no,4,aug,3.52,3,-1,0,unknown,no,0
18993,43,technician,married,tertiary,no,0,no,no,4,aug,24.8,2,-1,0,unknown,yes,1
18994,46,admin.,married,secondary,no,547,no,yes,4,aug,1.9,2,-1,0,unknown,no,0
18995,60,self-employed,married,secondary,no,546,no,no,4,aug,7.13,2,-1,0,unknown,no,0
18996,42,management,single,secondary,no,9720,no,no,5,aug,1.35,2,-1,0,unknown,no,0
18997,37,self-employed,single,tertiary,no,676,no,no,5,aug,2.22,2,-1,0,unknown,no,0
18998,40,technician,divorced,secondary,no,348,yes,no,5,aug,2.37,2,-1,0,unknown,no,0
18999,60,management,divorced,secondary,no,0,no,no,5,aug,10.05,3,-1,0,unknown,yes,1
19000,46,management,married,tertiary,no,1720,no,no,5,aug,4.17,2,-1,0,unknown,no,0
19001,59,admin.,married,secondary,no,2552,no,yes,5,aug,2.08,3,-1,0,unknown,no,0
19002,49,technician,married,secondary,no,633,no,no,5,aug,3.35,2,-1,0,unknown,no,0
19003,32,management,married,tertiary,no,440,no,no,5,aug,6.28,3,-1,0,unknown,no,0
19004,57,retired,married,secondary,no,466,no,no,5,aug,10.68,2,-1,0,unknown,yes,1
19005,54,blue-collar,married,secondary,no,448,yes,yes,5,aug,1.63,1,-1,0,unknown,no,0
19006,41,technician,married,tertiary,no,515,no,no,5,aug,13.95,2,-1,0,unknown,yes,1
19007,30,management,married,tertiary,no,1908,no,no,5,aug,3.7,1,-1,0,unknown,no,0
19008,48,technician,married,secondary,no,1600,no,no,5,aug,1.95,1,-1,0,unknown,no,0
19009,42,technician,married,secondary,no,534,no,no,5,aug,5.23,1,-1,0,unknown,no,0
19010,50,technician,married,tertiary,no,2313,no,no,5,aug,9.22,1,-1,0,unknown,yes,1
19012,60,blue-collar,married,secondary,no,2879,yes,no,5,aug,2.03,1,-1,0,unknown,no,0
19013,57,management,married,tertiary,no,2266,no,no,5,aug,5.1,1,-1,0,unknown,no,0
19015,50,management,married,tertiary,no,511,yes,no,5,aug,0.6,1,-1,0,unknown,no,0
19016,39,management,married,tertiary,no,1069,no,no,5,aug,7.03,1,-1,0,unknown,no,0
19017,41,management,married,tertiary,no,1391,no,no,5,aug,8.95,1,-1,0,unknown,no,0
19018,53,blue-collar,married,secondary,no,-8,no,no,5,aug,13.23,1,-1,0,unknown,yes,1
19019,53,blue-collar,married,primary,no,206,no,no,5,aug,2.42,1,-1,0,unknown,no,0
19020,58,retired,married,secondary,no,983,no,no,5,aug,2.32,1,-1,0,unknown,no,0
19021,58,retired,married,secondary,no,4725,no,no,5,aug,4.02,1,-1,0,unknown,no,0
19022,59,retired,married,primary,no,1634,yes,yes,5,aug,13.93,1,-1,0,unknown,yes,1
19023,56,blue-collar,married,secondary,no,276,no,no,5,aug,4.48,1,-1,0,unknown,no,0
19024,45,management,single,tertiary,no,1395,no,no,5,aug,1.12,1,-1,0,unknown,no,0
19025,50,technician,married,secondary,no,805,no,no,5,aug,2.47,1,-1,0,unknown,no,0
19026,43,housemaid,married,primary,no,1283,no,no,5,aug,7.47,1,-1,0,unknown,no,0
19027,48,services,married,secondary,no,202,yes,no,5,aug,2.7,1,-1,0,unknown,no,0
19028,56,technician,married,secondary,no,203,yes,no,5,aug,5.58,3,-1,0,unknown,no,0
19029,37,technician,single,secondary,no,181,no,no,5,aug,2.33,1,-1,0,unknown,no,0
19030,42,technician,divorced,secondary,no,1533,no,yes,5,aug,1.43,1,-1,0,unknown,no,0
19031,59,blue-collar,married,primary,no,460,no,no,5,aug,3.73,1,-1,0,unknown,no,0
19032,49,technician,married,secondary,no,3635,yes,no,5,aug,2.85,2,-1,0,unknown,no,0
19033,48,blue-collar,married,primary,no,0,no,yes,5,aug,1.12,1,-1,0,unknown,no,0
19034,55,services,married,secondary,no,76,no,no,5,aug,5.93,1,-1,0,unknown,no,0
19035,40,technician,single,tertiary,no,39,no,no,5,aug,2.17,2,-1,0,unknown,no,0
19036,51,technician,married,secondary,no,-379,yes,no,5,aug,4.35,1,-1,0,unknown,no,0
19037,59,housemaid,married,primary,no,100,no,no,5,aug,18.9,1,-1,0,unknown,yes,1
19039,46,technician,divorced,secondary,no,648,no,no,5,aug,4.68,1,-1,0,unknown,no,0
19040,52,admin.,married,primary,no,813,no,yes,5,aug,1.88,2,-1,0,unknown,no,0
19041,45,technician,divorced,secondary,no,49,no,no,5,aug,2.73,3,-1,0,unknown,no,0
19042,42,management,married,tertiary,no,721,no,yes,5,aug,1.52,5,-1,0,unknown,no,0
19043,52,technician,married,tertiary,no,0,no,yes,5,aug,6.82,1,-1,0,unknown,no,0
19044,33,management,married,tertiary,no,679,no,no,5,aug,18.48,2,-1,0,unknown,yes,1
19046,46,management,divorced,tertiary,no,3,yes,yes,5,aug,5.47,1,-1,0,unknown,no,0
19048,43,management,divorced,tertiary,no,187,no,no,5,aug,2.92,1,-1,0,unknown,no,0
19049,59,management,single,tertiary,no,7668,no,no,5,aug,2.07,1,-1,0,unknown,no,0
19050,57,retired,divorced,tertiary,no,241,no,yes,5,aug,2.43,1,-1,0,unknown,no,0
19051,42,technician,married,secondary,no,-356,yes,yes,5,aug,1.62,1,-1,0,unknown,no,0
19052,57,retired,married,secondary,no,657,no,no,5,aug,7.57,1,-1,0,unknown,no,0
19053,59,technician,divorced,secondary,no,0,no,no,5,aug,0.9,1,-1,0,unknown,no,0
19054,46,admin.,married,secondary,no,0,no,no,5,aug,1.82,1,-1,0,unknown,no,0
19055,53,admin.,married,tertiary,no,5094,no,no,5,aug,1.9,1,-1,0,unknown,no,0
19056,59,blue-collar,divorced,primary,no,153,no,no,5,aug,4.47,2,-1,0,unknown,no,0
19057,51,management,married,tertiary,no,1394,yes,no,5,aug,1.92,1,-1,0,unknown,no,0
19058,48,blue-collar,married,primary,no,574,no,no,5,aug,5.8,1,-1,0,unknown,no,0
19059,43,management,single,tertiary,no,2048,yes,no,5,aug,2.58,1,-1,0,unknown,no,0
19060,58,management,divorced,tertiary,no,1257,no,no,5,aug,25.6,1,-1,0,unknown,yes,1
19061,34,management,married,tertiary,no,697,no,no,5,aug,2.77,1,-1,0,unknown,no,0
19063,55,technician,married,secondary,no,1816,no,no,5,aug,3.28,1,-1,0,unknown,no,0
19066,59,retired,married,primary,no,3400,yes,no,5,aug,8.58,3,-1,0,unknown,yes,1
19067,31,technician,single,secondary,no,2388,no,no,5,aug,2.05,1,-1,0,unknown,no,0
19068,53,admin.,married,secondary,no,257,no,no,5,aug,3.7,1,-1,0,unknown,no,0
19070,32,management,married,tertiary,no,3158,no,yes,5,aug,2.37,1,-1,0,unknown,no,0
19071,33,technician,single,tertiary,no,0,no,no,5,aug,2.03,1,-1,0,unknown,no,0
19073,32,management,married,tertiary,no,1028,no,no,5,aug,3.05,1,-1,0,unknown,no,0
19074,47,management,married,tertiary,no,295,yes,no,5,aug,2.62,1,-1,0,unknown,no,0
19075,40,management,married,secondary,no,1251,yes,no,5,aug,6.77,1,-1,0,unknown,no,0
19076,43,technician,married,secondary,no,629,no,no,5,aug,3.27,1,-1,0,unknown,no,0
19077,32,technician,single,secondary,no,43,no,no,5,aug,2.65,1,-1,0,unknown,no,0
19078,34,blue-collar,single,tertiary,no,42,no,no,5,aug,4.95,1,-1,0,unknown,no,0
19079,59,retired,married,primary,yes,-1,no,no,5,aug,3.82,2,-1,0,unknown,no,0
19080,41,management,married,tertiary,no,1409,no,no,5,aug,2.3,1,-1,0,unknown,no,0
19081,38,management,single,tertiary,no,1637,no,yes,5,aug,3.85,1,-1,0,unknown,no,0
19082,56,retired,married,secondary,no,364,no,no,5,aug,1.75,1,-1,0,unknown,no,0
19083,57,housemaid,married,primary,no,1142,no,no,5,aug,3.97,2,-1,0,unknown,no,0
19084,49,management,married,tertiary,no,2139,no,no,5,aug,4.63,1,-1,0,unknown,no,0
19085,55,blue-collar,married,secondary,no,5443,no,yes,5,aug,4.4,2,-1,0,unknown,no,0
19086,36,management,married,tertiary,no,287,no,yes,5,aug,2.6,1,-1,0,unknown,no,0
19087,30,management,single,tertiary,no,1041,no,no,5,aug,1.13,1,-1,0,unknown,no,0
19088,54,management,married,tertiary,no,810,no,no,5,aug,2.6,1,-1,0,unknown,no,0
19089,50,management,single,tertiary,no,1098,yes,yes,5,aug,4.77,1,-1,0,unknown,no,0
19090,55,blue-collar,married,primary,no,0,no,no,5,aug,5.57,2,-1,0,unknown,no,0
19091,34,technician,married,secondary,no,0,no,no,5,aug,1.58,2,-1,0,unknown,no,0
19092,35,management,married,tertiary,no,0,yes,no,5,aug,2.47,2,-1,0,unknown,no,0
19093,45,management,married,tertiary,no,-642,no,no,5,aug,2.07,4,-1,0,unknown,no,0
19094,51,admin.,married,secondary,no,949,no,no,5,aug,18.2,1,-1,0,unknown,yes,1
19095,45,blue-collar,married,primary,no,678,no,no,5,aug,1.73,3,-1,0,unknown,no,0
19096,47,admin.,married,secondary,no,718,yes,yes,5,aug,3.25,2,-1,0,unknown,no,0
19097,60,management,married,tertiary,no,4063,no,no,5,aug,0.93,2,-1,0,unknown,no,0
19098,45,management,divorced,tertiary,no,335,no,no,5,aug,4.95,1,-1,0,unknown,no,0
19099,50,admin.,married,secondary,no,4855,no,no,5,aug,12.0,2,-1,0,unknown,yes,1
19100,51,admin.,married,secondary,no,227,no,no,5,aug,3.85,1,-1,0,unknown,no,0
19101,53,management,divorced,secondary,no,519,yes,no,5,aug,2.1,1,-1,0,unknown,no,0
19102,55,retired,married,primary,no,4424,no,no,5,aug,1.12,4,-1,0,unknown,no,0
19103,58,retired,married,secondary,no,571,no,no,5,aug,0.9,3,-1,0,unknown,no,0
19104,60,admin.,married,secondary,no,0,no,no,5,aug,3.37,1,-1,0,unknown,no,0
19105,41,technician,single,secondary,no,40,no,no,5,aug,2.48,2,-1,0,unknown,no,0
19106,32,management,single,tertiary,no,710,no,no,5,aug,11.38,2,-1,0,unknown,no,0
19107,32,technician,single,tertiary,no,127,no,no,5,aug,2.8,3,-1,0,unknown,no,0
19108,43,technician,married,tertiary,no,192,no,no,5,aug,3.38,2,-1,0,unknown,no,0
19109,43,services,married,secondary,no,2126,no,no,5,aug,1.53,2,-1,0,unknown,no,0
19110,53,technician,married,secondary,no,879,no,no,5,aug,2.93,1,-1,0,unknown,no,0
19111,50,admin.,married,secondary,no,350,no,no,5,aug,1.1,2,-1,0,unknown,no,0
19112,49,technician,single,secondary,no,1377,no,no,5,aug,15.58,1,-1,0,unknown,yes,1
19113,48,services,married,secondary,no,1573,no,no,5,aug,2.75,1,-1,0,unknown,no,0
19114,33,management,divorced,tertiary,no,2885,no,no,5,aug,17.52,2,-1,0,unknown,yes,1
19115,32,technician,married,secondary,no,524,no,no,5,aug,8.22,1,-1,0,unknown,no,0
19116,48,management,married,tertiary,yes,-4,no,no,5,aug,1.62,1,-1,0,unknown,no,0
19117,55,blue-collar,married,primary,no,512,no,no,5,aug,20.0,2,-1,0,unknown,yes,1
19118,38,admin.,married,tertiary,no,1980,no,no,5,aug,2.93,2,-1,0,unknown,no,0
19119,42,technician,married,tertiary,no,921,no,no,5,aug,8.85,3,-1,0,unknown,yes,1
19120,47,housemaid,married,primary,no,32,no,no,5,aug,3.85,2,-1,0,unknown,no,0
19121,44,management,married,tertiary,no,7485,no,no,5,aug,3.12,2,-1,0,unknown,no,0
19122,51,blue-collar,married,secondary,no,717,no,no,5,aug,2.35,2,-1,0,unknown,no,0
19124,60,retired,married,secondary,no,0,no,no,5,aug,2.38,3,-1,0,unknown,no,0
19125,46,admin.,married,secondary,no,664,no,no,5,aug,4.92,2,-1,0,unknown,no,0
19127,59,housemaid,married,secondary,no,1040,no,no,5,aug,2.05,2,-1,0,unknown,no,0
19128,52,services,married,secondary,no,1000,no,no,5,aug,12.77,2,-1,0,unknown,yes,1
19129,52,management,divorced,tertiary,no,64,no,no,5,aug,0.45,3,-1,0,unknown,no,0
19130,43,self-employed,single,tertiary,no,2169,no,no,5,aug,3.82,2,-1,0,unknown,no,0
19131,52,management,married,tertiary,no,547,no,no,5,aug,1.87,2,-1,0,unknown,no,0
19132,50,blue-collar,married,primary,no,604,no,no,5,aug,1.73,1,-1,0,unknown,no,0
19133,37,technician,married,secondary,no,0,no,no,5,aug,6.82,1,-1,0,unknown,no,0
19134,38,technician,married,tertiary,no,202,no,no,5,aug,21.85,2,-1,0,unknown,yes,1
19135,59,retired,married,secondary,no,1035,yes,yes,5,aug,3.72,1,-1,0,unknown,no,0
19136,43,technician,divorced,secondary,no,-36,yes,no,5,aug,4.87,1,-1,0,unknown,no,0
19137,44,management,married,tertiary,no,1788,no,no,5,aug,2.77,2,-1,0,unknown,no,0
19138,49,admin.,married,secondary,no,2254,no,no,5,aug,1.28,1,-1,0,unknown,no,0
